n,true_cv,true_M,cv_hat,M_hat,cost_unif_chebyshev,cost_unif_bernstein,cost_is,tau,branch_taken,oracle_decision,rel_error,in_borderline
5000,2.44827057345472,9.074192457210252,2.6556720782835366,10.180466559870206,5000,5000,3415.3944697579104,0.5,is,is,0.038399054186990675,1
5000,2.4335609917695766,9.037567396165114,2.25631386944039,7.364260969327502,5000,5000,3415.3944697579104,0.5,is,is,0.05558558857745834,0
5000,0.6519470284472162,8.754530513444111,0.6053740916948072,2.4289352055261295,4250.349279011552,759.6225283466741,3415.3944697579104,0.5,is,uniform,0.001388080693470674,0
5000,0.6299048125270215,10.880578863376364,0.582150393618984,3.055066253336794,3967.80072844702,804.7784164634724,3415.3944697579104,0.5,is,uniform,0.009717238894868509,0
5000,0.6870579308218044,13.544762416249597,0.6987153769802108,3.721665424777614,4720.486003051393,978.6423256088318,3415.3944697579104,0.5,is,uniform,0.020438347825003842,0
5000,1.3838458656873216,5.062593836717688,1.5957943357839597,5.627273215145811,5000,2208.1082099118385,3415.3944697579104,0.5,is,uniform,0.005567837766141757,0
5000,1.398083832516939,5.098880683600188,1.5139950936337432,5.898138955072077,5000,2251.362172756544,3415.3944697579104,0.5,is,uniform,0.01987735723725616,0
5000,1.3909424378180453,5.143704401559593,1.4170947250149357,4.505769450603147,5000,2231.8395544274426,3415.3944697579104,0.5,is,uniform,0.020927242290316752,0
5000,1.7911999033758386,5.04722867967325,1.8142117743443522,4.884229893380646,5000,3578.1000040057165,3415.3944697579104,0.5,is,is,0.010099268933918945,0
5000,1.7925498435757545,5.031734118828527,2.0473448350777566,6.405232990815108,5000,3582.67919398956,3415.3944697579104,0.5,is,is,0.007313643068084873,0
